Test,Frequency,Fixtures
Lav_Faucet_Ambient_Tst_1c,f2500,3.519093215
Lav_Faucet_Ambient_Tst_1c,f3100,3.618267977
Lav_Faucet_Ambient_Tst_1c,f4000,4.629527121
Lav_Faucet_Ambient_Tst_1c,f5000,7.295604026
Lav_Faucet_Ambient_Tst_1c,f6300,9.037662775
Lav_Faucet_Ambient_Tst_1c,f8000,10.03870495
Lav_Faucet_Ambient_Tst_1c,f10000,7.670003381
Lav_Faucet_Contact_Tst_2c,f25,11.45807514
Lav_Faucet_Contact_Tst_2c,f31_5,10.95027763
Lav_Faucet_Contact_Tst_2c,f40,13.28096338
Lav_Faucet_Contact_Tst_2c,f50,17.55954627
Lav_Faucet_Contact_Tst_2c,f63,20.63635879
Lav_Faucet_Contact_Tst_2c,f80,25.4869575
Lav_Faucet_Contact_Tst_2c,f100,27.62123335
Lav_Faucet_Contact_Tst_2c,f125,28.53207305
Lav_Faucet_Contact_Tst_2c,f160,35.6532689
Lav_Faucet_Contact_Tst_2c,f200,39.81742435
Lav_Faucet_Contact_Tst_2c,f250,39.5824831
Lav_Faucet_Contact_Tst_2c,f315,37.6702736
Lav_Faucet_Contact_Tst_2c,f400,35.3640149
Lav_Faucet_Contact_Tst_2c,f500,32.56377895
Lav_Faucet_Contact_Tst_2c,f630,37.32159935
Lav_Faucet_Contact_Tst_2c,f800,31.1090601
Lav_Faucet_Contact_Tst_2c,f1000,28.0700043
Lav_Faucet_Contact_Tst_2c,f1250,36.41411265
Lav_Faucet_Contact_Tst_2c,f1600,22.41312485
Lav_Faucet_Contact_Tst_2c,f2000,14.68066625
Lav_Faucet_Contact_Tst_2c,f2500,10.3842925
Lav_Faucet_Contact_Tst_2c,f3100,4.975776095
Lav_Faucet_Contact_Tst_2c,f4000,4.894972489
Lav_Faucet_Contact_Tst_2c,f5000,4.239548761
Lav_Faucet_Contact_Tst_2c,f6300,3.277535818
Lav_Faucet_Contact_Tst_2c,f8000,2.96429635
Lav_Faucet_Contact_Tst_2c,f10000,5.720129645
Lav_Faucet_Ambient_Tst_2c,f25,8.72490401
Lav_Faucet_Ambient_Tst_2c,f31_5,7.60877068
Lav_Faucet_Ambient_Tst_2c,f40,7.600701625
Lav_Faucet_Ambient_Tst_2c,f50,10.54980998
Lav_Faucet_Ambient_Tst_2c,f63,12.27197372
Lav_Faucet_Ambient_Tst_2c,f80,8.997808775
Lav_Faucet_Ambient_Tst_2c,f100,8.63200109
Lav_Faucet_Ambient_Tst_2c,f125,7.779344815
Lav_Faucet_Ambient_Tst_2c,f160,5.40991415
Lav_Faucet_Ambient_Tst_2c,f200,7.464874415
Lav_Faucet_Ambient_Tst_2c,f250,10.4081911
Lav_Faucet_Ambient_Tst_2c,f315,7.437399358
Lav_Faucet_Ambient_Tst_2c,f400,9.41358306
Lav_Faucet_Ambient_Tst_2c,f500,8.651076815
Lav_Faucet_Ambient_Tst_2c,f630,8.909920111
Lav_Faucet_Ambient_Tst_2c,f800,16.08283973
Lav_Faucet_Ambient_Tst_2c,f1000,30.92544595
Lav_Faucet_Ambient_Tst_2c,f1250,47.73561295
Lav_Faucet_Ambient_Tst_2c,f1600,28.67921105
Lav_Faucet_Ambient_Tst_2c,f2000,15.0992442
Lav_Faucet_Ambient_Tst_2c,f2500,11.41205256
Lav_Faucet_Ambient_Tst_2c,f3100,7.292406885
Lav_Faucet_Ambient_Tst_2c,f4000,12.47372595
Lav_Faucet_Ambient_Tst_2c,f5000,11.39814104
Lav_Faucet_Ambient_Tst_2c,f6300,13.40409929
Lav_Faucet_Ambient_Tst_2c,f8000,13.16336011
Lav_Faucet_Ambient_Tst_2c,f10000,10.14375312
Lav_Faucet_Contact_Tst_3c,f25,10.00636046
Lav_Faucet_Contact_Tst_3c,f31_5,9.97241095
Lav_Faucet_Contact_Tst_3c,f40,11.48008758
Lav_Faucet_Contact_Tst_3c,f50,16.10861494
Lav_Faucet_Contact_Tst_3c,f63,18.67842781
Lav_Faucet_Contact_Tst_3c,f80,22.37425056
Lav_Faucet_Contact_Tst_3c,f100,27.17688039
Lav_Faucet_Contact_Tst_3c,f125,25.92343961
Lav_Faucet_Contact_Tst_3c,f160,34.48573028
Lav_Faucet_Contact_Tst_3c,f200,39.28130433
Lav_Faucet_Contact_Tst_3c,f250,38.93345767
Lav_Faucet_Contact_Tst_3c,f315,36.97543822
Lav_Faucet_Contact_Tst_3c,f400,33.73604006
Lav_Faucet_Contact_Tst_3c,f500,32.8176645
Lav_Faucet_Contact_Tst_3c,f630,36.18862883
Lav_Faucet_Contact_Tst_3c,f800,29.72117783
Lav_Faucet_Contact_Tst_3c,f1000,24.7112945
Lav_Faucet_Contact_Tst_3c,f1250,22.53588603
Lav_Faucet_Contact_Tst_3c,f1600,17.38883702
Lav_Faucet_Contact_Tst_3c,f2000,13.94332913
Lav_Faucet_Contact_Tst_3c,f2500,13.60296717
Lav_Faucet_Contact_Tst_3c,f3100,12.61346806
Lav_Faucet_Contact_Tst_3c,f4000,11.0745475
Lav_Faucet_Contact_Tst_3c,f5000,6.935247594
Lav_Faucet_Contact_Tst_3c,f6300,5.023965211
Lav_Faucet_Contact_Tst_3c,f8000,4.200291061
Lav_Faucet_Contact_Tst_3c,f10000,6.347829394
Lav_Faucet_Ambient_Tst_3c,f25,7.6233131
Lav_Faucet_Ambient_Tst_3c,f31_5,6.199536828
Lav_Faucet_Ambient_Tst_3c,f40,6.980126217
Lav_Faucet_Ambient_Tst_3c,f50,9.593302239
Lav_Faucet_Ambient_Tst_3c,f63,10.76973076
Lav_Faucet_Ambient_Tst_3c,f80,9.414914694
Lav_Faucet_Ambient_Tst_3c,f100,11.28339528
Lav_Faucet_Ambient_Tst_3c,f125,9.158825539
Lav_Faucet_Ambient_Tst_3c,f160,12.70548917
Lav_Faucet_Ambient_Tst_3c,f200,13.14977672
Lav_Faucet_Ambient_Tst_3c,f250,17.83931442
Lav_Faucet_Ambient_Tst_3c,f315,19.66139928
Lav_Faucet_Ambient_Tst_3c,f400,20.69650778
Lav_Faucet_Ambient_Tst_3c,f500,25.57814078
Lav_Faucet_Ambient_Tst_3c,f630,16.98545083
Lav_Faucet_Ambient_Tst_3c,f800,25.263634
Lav_Faucet_Ambient_Tst_3c,f1000,23.41965078
Lav_Faucet_Ambient_Tst_3c,f1250,25.63524172
Lav_Faucet_Ambient_Tst_3c,f1600,26.06615039
Lav_Faucet_Ambient_Tst_3c,f2000,26.57510728
Lav_Faucet_Ambient_Tst_3c,f2500,29.96586417
Lav_Faucet_Ambient_Tst_3c,f3100,32.41645756
Lav_Faucet_Ambient_Tst_3c,f4000,35.61975783
Lav_Faucet_Ambient_Tst_3c,f5000,38.92292833
Lav_Faucet_Ambient_Tst_3c,f6300,41.997374
Lav_Faucet_Ambient_Tst_3c,f8000,40.78898022
Lav_Faucet_Ambient_Tst_3c,f10000,35.79114878
Lav_Faucet_Contact_Tst_5c,f25,13.339846
Lav_Faucet_Contact_Tst_5c,f31_5,13.5216981
Lav_Faucet_Contact_Tst_5c,f40,17.3174131
Lav_Faucet_Contact_Tst_5c,f50,25.9855749
Lav_Faucet_Contact_Tst_5c,f63,31.2160275
Lav_Faucet_Contact_Tst_5c,f80,27.8120247
Lav_Faucet_Contact_Tst_5c,f100,37.3062591
Lav_Faucet_Contact_Tst_5c,f125,40.0589398
Lav_Faucet_Contact_Tst_5c,f160,43.605675
Lav_Faucet_Contact_Tst_5c,f200,45.7044977
Lav_Faucet_Contact_Tst_5c,f250,47.8717682
Lav_Faucet_Contact_Tst_5c,f315,45.8977154
Lav_Faucet_Contact_Tst_5c,f400,50.9264535
Lav_Faucet_Contact_Tst_5c,f500,47.0730065
Lav_Faucet_Contact_Tst_5c,f630,54.4199892
Lav_Faucet_Contact_Tst_5c,f800,39.3111374
Lav_Faucet_Contact_Tst_5c,f1000,37.8304042
Lav_Faucet_Contact_Tst_5c,f1250,37.788698
Lav_Faucet_Contact_Tst_5c,f1600,30.280211
Lav_Faucet_Contact_Tst_5c,f2000,20.694952
Lav_Faucet_Contact_Tst_5c,f2500,14.9009188
Lav_Faucet_Contact_Tst_5c,f3100,9.7463799
Lav_Faucet_Contact_Tst_5c,f4000,11.76736985
Lav_Faucet_Contact_Tst_5c,f5000,9.2463567
Lav_Faucet_Contact_Tst_5c,f6300,6.00436575
Lav_Faucet_Contact_Tst_5c,f8000,5.33342808
Lav_Faucet_Contact_Tst_5c,f10000,6.82605567
Lav_Faucet_Ambient_Tst_5c,f25,12.6975324
Lav_Faucet_Ambient_Tst_5c,f31_5,10.74664908
Lav_Faucet_Ambient_Tst_5c,f40,9.72182223
Lav_Faucet_Ambient_Tst_5c,f50,13.1737326
Lav_Faucet_Ambient_Tst_5c,f63,13.36945615
Lav_Faucet_Ambient_Tst_5c,f80,11.6179697
Lav_Faucet_Ambient_Tst_5c,f100,11.7973537
Lav_Faucet_Ambient_Tst_5c,f125,10.5220275
Lav_Faucet_Ambient_Tst_5c,f160,10.1757837
Lav_Faucet_Ambient_Tst_5c,f200,13.8682829
Lav_Faucet_Ambient_Tst_5c,f250,19.6134907
Lav_Faucet_Ambient_Tst_5c,f315,17.7148132
Lav_Faucet_Ambient_Tst_5c,f400,20.2447683
Lav_Faucet_Ambient_Tst_5c,f500,18.2942813
Lav_Faucet_Ambient_Tst_5c,f630,19.1704954
Lav_Faucet_Ambient_Tst_5c,f800,17.72805745
Lav_Faucet_Ambient_Tst_5c,f1000,23.1885709
Lav_Faucet_Ambient_Tst_5c,f1250,21.0380264
Lav_Faucet_Ambient_Tst_5c,f1600,20.1395587
Lav_Faucet_Ambient_Tst_5c,f2000,18.6935788
Lav_Faucet_Ambient_Tst_5c,f2500,18.6416374
Lav_Faucet_Ambient_Tst_5c,f3100,19.3342933
Lav_Faucet_Ambient_Tst_5c,f4000,21.5970081
Lav_Faucet_Ambient_Tst_5c,f5000,25.610924
Lav_Faucet_Ambient_Tst_5c,f6300,29.5273136
Lav_Faucet_Ambient_Tst_5c,f8000,28.4134539
Lav_Faucet_Ambient_Tst_5c,f10000,22.1379075
Kitchen_Contact_Tst_1d,f25,10.54006793
Kitchen_Contact_Tst_1d,f31_5,10.63260477
Kitchen_Contact_Tst_1d,f40,12.85941005
Kitchen_Contact_Tst_1d,f50,16.46173185
Kitchen_Contact_Tst_1d,f63,21.43090525
Kitchen_Contact_Tst_1d,f80,30.57428915
Kitchen_Contact_Tst_1d,f100,31.1365133
Kitchen_Contact_Tst_1d,f125,35.44484875
Kitchen_Contact_Tst_1d,f160,46.19594275
Kitchen_Contact_Tst_1d,f200,46.3130426
Kitchen_Contact_Tst_1d,f250,44.25670125
Kitchen_Contact_Tst_1d,f315,45.3217833
Kitchen_Contact_Tst_1d,f400,51.96982145
Kitchen_Contact_Tst_1d,f500,51.53962685
Kitchen_Contact_Tst_1d,f630,50.90077145
Kitchen_Contact_Tst_1d,f800,44.81751725
Kitchen_Contact_Tst_1d,f1000,34.9308707
Kitchen_Contact_Tst_1d,f1250,36.2725711
Kitchen_Contact_Tst_1d,f1600,27.18401875
Kitchen_Contact_Tst_1d,f2000,24.73769768
Kitchen_Contact_Tst_1d,f2500,25.8995663
Kitchen_Contact_Tst_1d,f3100,19.07017615
Kitchen_Contact_Tst_1d,f4000,17.77319073
Kitchen_Contact_Tst_1d,f5000,14.14565624
Kitchen_Contact_Tst_1d,f6300,12.48633074
Kitchen_Contact_Tst_1d,f8000,7.04035513
Kitchen_Contact_Tst_1d,f10000,7.12029382
Kitchen_Ambient_Tst_1d,f25,11.52822398
Kitchen_Ambient_Tst_1d,f31_5,9.699373915
Kitchen_Ambient_Tst_1d,f40,9.841191695
Kitchen_Ambient_Tst_1d,f50,12.17030088
Kitchen_Ambient_Tst_1d,f63,13.49593755
Kitchen_Ambient_Tst_1d,f80,13.86926435
Kitchen_Ambient_Tst_1d,f100,13.27134365
Kitchen_Ambient_Tst_1d,f125,11.64952387
Kitchen_Ambient_Tst_1d,f160,9.64854944
Kitchen_Ambient_Tst_1d,f200,12.1232247
Kitchen_Ambient_Tst_1d,f250,13.23520094
Kitchen_Ambient_Tst_1d,f315,11.80238839
Kitchen_Ambient_Tst_1d,f400,17.59432374
Kitchen_Ambient_Tst_1d,f500,18.07827666
Kitchen_Ambient_Tst_1d,f630,14.77354344
Kitchen_Ambient_Tst_1d,f800,16.92057601
Kitchen_Ambient_Tst_1d,f1000,15.74538505
Kitchen_Ambient_Tst_1d,f1250,14.68155829
Kitchen_Ambient_Tst_1d,f1600,11.11670346
Kitchen_Ambient_Tst_1d,f2000,10.00536404
Kitchen_Ambient_Tst_1d,f2500,10.48733904
Kitchen_Ambient_Tst_1d,f3100,7.497564905
Kitchen_Ambient_Tst_1d,f4000,6.935994315
Kitchen_Ambient_Tst_1d,f5000,7.945692026
Kitchen_Ambient_Tst_1d,f6300,12.10947484
Kitchen_Ambient_Tst_1d,f8000,9.453533135
Kitchen_Ambient_Tst_1d,f10000,6.08686765
Kitchen_Contact_Tst_2d,f25,11.51385874
Kitchen_Contact_Tst_2d,f31_5,10.7785159
Kitchen_Contact_Tst_2d,f40,12.26583122
Kitchen_Contact_Tst_2d,f50,15.13502695
Kitchen_Contact_Tst_2d,f63,20.98011655
Kitchen_Contact_Tst_2d,f80,30.5878771
Kitchen_Contact_Tst_2d,f100,30.0633731
Kitchen_Contact_Tst_2d,f125,33.0465589
Kitchen_Contact_Tst_2d,f160,45.473976
Kitchen_Contact_Tst_2d,f200,45.3202632
Kitchen_Contact_Tst_2d,f250,42.8218272
Kitchen_Contact_Tst_2d,f315,42.81618175
Kitchen_Contact_Tst_2d,f400,51.84719635
Kitchen_Contact_Tst_2d,f500,51.49347905
Kitchen_Contact_Tst_2d,f630,53.7405709
Kitchen_Contact_Tst_2d,f800,44.0902197
Kitchen_Contact_Tst_2d,f1000,35.9236301
Kitchen_Contact_Tst_2d,f1250,41.47583105
Kitchen_Contact_Tst_2d,f1600,28.9610304
Kitchen_Contact_Tst_2d,f2000,25.89492958
Kitchen_Contact_Tst_2d,f2500,27.46980925
Kitchen_Contact_Tst_2d,f3100,20.99258685
Kitchen_Contact_Tst_2d,f4000,20.20162388
Kitchen_Contact_Tst_2d,f5000,15.70033057
Kitchen_Contact_Tst_2d,f6300,9.55661257
Kitchen_Contact_Tst_2d,f8000,6.21269853
Kitchen_Contact_Tst_2d,f10000,6.70679192
Kitchen_Ambient_Tst_2d,f25,8.81853991
Kitchen_Ambient_Tst_2d,f31_5,7.02178473
Kitchen_Ambient_Tst_2d,f40,7.062069855
Kitchen_Ambient_Tst_2d,f50,10.34270721
Kitchen_Ambient_Tst_2d,f63,11.12679418
Kitchen_Ambient_Tst_2d,f80,12.7297021
Kitchen_Ambient_Tst_2d,f100,11.63319276
Kitchen_Ambient_Tst_2d,f125,11.80117061
Kitchen_Ambient_Tst_2d,f160,9.568967895
Kitchen_Ambient_Tst_2d,f200,11.51303547
Kitchen_Ambient_Tst_2d,f250,12.21733262
Kitchen_Ambient_Tst_2d,f315,10.31328973
Kitchen_Ambient_Tst_2d,f400,18.77860302
Kitchen_Ambient_Tst_2d,f500,19.20946315
Kitchen_Ambient_Tst_2d,f630,17.59873435
Kitchen_Ambient_Tst_2d,f800,22.3092114
Kitchen_Ambient_Tst_2d,f1000,34.89605505
Kitchen_Ambient_Tst_2d,f1250,50.45042345
Kitchen_Ambient_Tst_2d,f1600,31.79213445
Kitchen_Ambient_Tst_2d,f2000,19.7762253
Kitchen_Ambient_Tst_2d,f2500,15.50481608
Kitchen_Ambient_Tst_2d,f3100,11.94475004
Kitchen_Ambient_Tst_2d,f4000,15.50912935
Kitchen_Ambient_Tst_2d,f5000,10.79755578
Kitchen_Ambient_Tst_2d,f6300,11.23569018
Kitchen_Ambient_Tst_2d,f8000,9.706618675
Kitchen_Ambient_Tst_2d,f10000,7.45182944
Kitchen_Contact_Tst_3d,f25,12.02551976
Kitchen_Contact_Tst_3d,f31_5,11.11727433
Kitchen_Contact_Tst_3d,f40,12.95764145
Kitchen_Contact_Tst_3d,f50,17.14197198
Kitchen_Contact_Tst_3d,f63,21.9517603
Kitchen_Contact_Tst_3d,f80,28.9570582
Kitchen_Contact_Tst_3d,f100,29.48799725
Kitchen_Contact_Tst_3d,f125,31.455605
Kitchen_Contact_Tst_3d,f160,45.9200222
Kitchen_Contact_Tst_3d,f200,47.5469888
Kitchen_Contact_Tst_3d,f250,47.00492735
Kitchen_Contact_Tst_3d,f315,45.47516125
Kitchen_Contact_Tst_3d,f400,50.8870393
Kitchen_Contact_Tst_3d,f500,52.8600591
Kitchen_Contact_Tst_3d,f630,52.6040634
Kitchen_Contact_Tst_3d,f800,47.05205745
Kitchen_Contact_Tst_3d,f1000,39.2151646
Kitchen_Contact_Tst_3d,f1250,38.85883865
Kitchen_Contact_Tst_3d,f1600,32.14539215
Kitchen_Contact_Tst_3d,f2000,28.40137335
Kitchen_Contact_Tst_3d,f2500,25.42992495
Kitchen_Contact_Tst_3d,f3100,21.9758678
Kitchen_Contact_Tst_3d,f4000,23.519987
Kitchen_Contact_Tst_3d,f5000,17.44247963
Kitchen_Contact_Tst_3d,f6300,10.18571416
Kitchen_Contact_Tst_3d,f8000,7.059829865
Kitchen_Contact_Tst_3d,f10000,7.52745616
Kitchen_Ambient_Tst_3d,f25,10.13961185
Kitchen_Ambient_Tst_3d,f31_5,7.827389165
Kitchen_Ambient_Tst_3d,f40,7.973515865
Kitchen_Ambient_Tst_3d,f50,13.1942692
Kitchen_Ambient_Tst_3d,f63,11.93518655
Kitchen_Ambient_Tst_3d,f80,15.27992965
Kitchen_Ambient_Tst_3d,f100,14.59617735
Kitchen_Ambient_Tst_3d,f125,14.52097772
Kitchen_Ambient_Tst_3d,f160,15.2212127
Kitchen_Ambient_Tst_3d,f200,15.75546848
Kitchen_Ambient_Tst_3d,f250,18.9354365
Kitchen_Ambient_Tst_3d,f315,20.20198205
Kitchen_Ambient_Tst_3d,f400,25.11708035
Kitchen_Ambient_Tst_3d,f500,30.3929384
Kitchen_Ambient_Tst_3d,f630,21.3538294
Kitchen_Ambient_Tst_3d,f800,28.80242705
Kitchen_Ambient_Tst_3d,f1000,28.82788045
Kitchen_Ambient_Tst_3d,f1250,30.3432316
Kitchen_Ambient_Tst_3d,f1600,27.74226975
Kitchen_Ambient_Tst_3d,f2000,27.41340065
Kitchen_Ambient_Tst_3d,f2500,30.0589376
Kitchen_Ambient_Tst_3d,f3100,31.98493635
Kitchen_Ambient_Tst_3d,f4000,35.3276758
Kitchen_Ambient_Tst_3d,f5000,39.04049615
Kitchen_Ambient_Tst_3d,f6300,40.6495532
Kitchen_Ambient_Tst_3d,f8000,40.04075235
Kitchen_Ambient_Tst_3d,f10000,34.25798925
Kitchen_Contact_Tst_5d,f25,9.44082261
Kitchen_Contact_Tst_5d,f31_5,9.160127462
Kitchen_Contact_Tst_5d,f40,11.34973157
Kitchen_Contact_Tst_5d,f50,15.32094859
Kitchen_Contact_Tst_5d,f63,20.02748948
Kitchen_Contact_Tst_5d,f80,26.10296133
Kitchen_Contact_Tst_5d,f100,29.71962681
Kitchen_Contact_Tst_5d,f125,36.67190795
Kitchen_Contact_Tst_5d,f160,46.16426414
Kitchen_Contact_Tst_5d,f200,47.60426624
Kitchen_Contact_Tst_5d,f250,47.21899033
Kitchen_Contact_Tst_5d,f315,46.672097
Kitchen_Contact_Tst_5d,f400,52.23238057
Kitchen_Contact_Tst_5d,f500,53.58323048
Kitchen_Contact_Tst_5d,f630,48.78884343
Kitchen_Contact_Tst_5d,f800,46.75624152
Kitchen_Contact_Tst_5d,f1000,38.12929405
Kitchen_Contact_Tst_5d,f1250,34.70373295
Kitchen_Contact_Tst_5d,f1600,29.50356248
Kitchen_Contact_Tst_5d,f2000,24.60526781
Kitchen_Contact_Tst_5d,f2500,22.2448659
Kitchen_Contact_Tst_5d,f3100,17.95778155
Kitchen_Contact_Tst_5d,f4000,18.00187658
Kitchen_Contact_Tst_5d,f5000,13.00436619
Kitchen_Contact_Tst_5d,f6300,7.377231533
Kitchen_Contact_Tst_5d,f8000,6.11557431
Kitchen_Contact_Tst_5d,f10000,6.927330643
Kitchen_Ambient_Tst_5d,f25,9.095431795
Kitchen_Ambient_Tst_5d,f31_5,7.725077205
Kitchen_Ambient_Tst_5d,f40,8.054166081
Kitchen_Ambient_Tst_5d,f50,10.24116973
Kitchen_Ambient_Tst_5d,f63,12.39721877
Kitchen_Ambient_Tst_5d,f80,12.2116463
Kitchen_Ambient_Tst_5d,f100,12.48375356
Kitchen_Ambient_Tst_5d,f125,10.2405483
Kitchen_Ambient_Tst_5d,f160,13.47738774
Kitchen_Ambient_Tst_5d,f200,15.17923343
Kitchen_Ambient_Tst_5d,f250,17.30466838
Kitchen_Ambient_Tst_5d,f315,17.27606047
Kitchen_Ambient_Tst_5d,f400,22.59979321
Kitchen_Ambient_Tst_5d,f500,25.42284062
Kitchen_Ambient_Tst_5d,f630,17.26062303
Kitchen_Ambient_Tst_5d,f800,24.32089381
Kitchen_Ambient_Tst_5d,f1000,22.71704429
Kitchen_Ambient_Tst_5d,f1250,22.1130054
Kitchen_Ambient_Tst_5d,f1600,20.38771576
Kitchen_Ambient_Tst_5d,f2000,19.71012869
Kitchen_Ambient_Tst_5d,f2500,18.95638659
Kitchen_Ambient_Tst_5d,f3100,19.94992807
Kitchen_Ambient_Tst_5d,f4000,21.54458979
Kitchen_Ambient_Tst_5d,f5000,23.59581512
Kitchen_Ambient_Tst_5d,f6300,26.08864583
Kitchen_Ambient_Tst_5d,f8000,24.93042458
Kitchen_Ambient_Tst_5d,f10000,20.78813746
Toilet_Contact_Tst_1e,f25,11.80018275
Toilet_Contact_Tst_1e,f31_5,12.37910909
Toilet_Contact_Tst_1e,f40,15.92234651
Toilet_Contact_Tst_1e,f50,18.07361008
Toilet_Contact_Tst_1e,f63,22.49945558
Toilet_Contact_Tst_1e,f80,28.98425905
Toilet_Contact_Tst_1e,f100,30.00191524
Toilet_Contact_Tst_1e,f125,34.14118863
Toilet_Contact_Tst_1e,f160,40.52612547
Toilet_Contact_Tst_1e,f200,40.110081
Toilet_Contact_Tst_1e,f250,45.37930321
Toilet_Contact_Tst_1e,f315,38.90386637
Toilet_Contact_Tst_1e,f400,50.50511411
Toilet_Contact_Tst_1e,f500,43.70728416
Toilet_Contact_Tst_1e,f630,38.858438
Toilet_Contact_Tst_1e,f800,39.88199853
Toilet_Contact_Tst_1e,f1000,29.31180611
Toilet_Contact_Tst_1e,f1250,29.45970232
Toilet_Contact_Tst_1e,f1600,19.53535279
Toilet_Contact_Tst_1e,f2000,10.70230991
Toilet_Contact_Tst_1e,f2500,9.639609779
Toilet_Contact_Tst_1e,f3100,8.721323795
Toilet_Contact_Tst_1e,f4000,7.19232933
Toilet_Contact_Tst_1e,f5000,6.122756372
Toilet_Contact_Tst_1e,f6300,5.28957072
Toilet_Contact_Tst_1e,f8000,5.03839573
Toilet_Contact_Tst_1e,f10000,7.081087958
Toilet_Ambient_Tst_1e,f25,11.92506421
Toilet_Ambient_Tst_1e,f31_5,10.65919716
Toilet_Ambient_Tst_1e,f40,10.67068253
Toilet_Ambient_Tst_1e,f50,12.52079863
Toilet_Ambient_Tst_1e,f63,13.35426835
Toilet_Ambient_Tst_1e,f80,12.88022069
Toilet_Ambient_Tst_1e,f100,12.54863578
Toilet_Ambient_Tst_1e,f125,13.32830214
Toilet_Ambient_Tst_1e,f160,13.73035454
Toilet_Ambient_Tst_1e,f200,17.91417319
Toilet_Ambient_Tst_1e,f250,17.26168386
Toilet_Ambient_Tst_1e,f315,12.23764415
Toilet_Ambient_Tst_1e,f400,16.33275768
Toilet_Ambient_Tst_1e,f500,14.86537755
Toilet_Ambient_Tst_1e,f630,10.99233577
Toilet_Ambient_Tst_1e,f800,13.34726271
Toilet_Ambient_Tst_1e,f1000,13.13203936
Toilet_Ambient_Tst_1e,f1250,10.2116759
Toilet_Ambient_Tst_1e,f1600,6.386671332
Toilet_Ambient_Tst_1e,f2000,4.953727053
Toilet_Ambient_Tst_1e,f2500,4.915349474
Toilet_Ambient_Tst_1e,f3100,3.69805027
Toilet_Ambient_Tst_1e,f4000,4.134722882
Toilet_Ambient_Tst_1e,f5000,4.843938691
Toilet_Ambient_Tst_1e,f6300,6.210014623
Toilet_Ambient_Tst_1e,f8000,6.801607289
Toilet_Ambient_Tst_1e,f10000,5.740731821
Toilet_Contact_Tst_2e,f25,11.89889287
Toilet_Contact_Tst_2e,f31_5,11.79624984
Toilet_Contact_Tst_2e,f40,14.81136365
Toilet_Contact_Tst_2e,f50,17.21629938
Toilet_Contact_Tst_2e,f63,22.0155021
Toilet_Contact_Tst_2e,f80,27.4733509
Toilet_Contact_Tst_2e,f100,27.9878317
Toilet_Contact_Tst_2e,f125,32.17046635
Toilet_Contact_Tst_2e,f160,38.20203215
Toilet_Contact_Tst_2e,f200,38.26182145
Toilet_Contact_Tst_2e,f250,41.9261876
Toilet_Contact_Tst_2e,f315,37.03225205
Toilet_Contact_Tst_2e,f400,44.37186705
Toilet_Contact_Tst_2e,f500,42.2021443
Toilet_Contact_Tst_2e,f630,35.3746868
Toilet_Contact_Tst_2e,f800,37.66148545
Toilet_Contact_Tst_2e,f1000,28.91186905
Toilet_Contact_Tst_2e,f1250,42.9907253
Toilet_Contact_Tst_2e,f1600,25.00896135
Toilet_Contact_Tst_2e,f2000,12.837134
Toilet_Contact_Tst_2e,f2500,9.48202742
Toilet_Contact_Tst_2e,f3100,8.07951542
Toilet_Contact_Tst_2e,f4000,6.572441537
Toilet_Contact_Tst_2e,f5000,5.631348116
Toilet_Contact_Tst_2e,f6300,5.165520794
Toilet_Contact_Tst_2e,f8000,4.377585558
Toilet_Contact_Tst_2e,f10000,6.56496609
Toilet_Ambient_Tst_2e,f25,8.530119175
Toilet_Ambient_Tst_2e,f31_5,7.43203787
Toilet_Ambient_Tst_2e,f40,7.87613015
Toilet_Ambient_Tst_2e,f50,11.37445953
Toilet_Ambient_Tst_2e,f63,13.27348728
Toilet_Ambient_Tst_2e,f80,12.8390167
Toilet_Ambient_Tst_2e,f100,11.82245914
Toilet_Ambient_Tst_2e,f125,13.78013745
Toilet_Ambient_Tst_2e,f160,13.65726645
Toilet_Ambient_Tst_2e,f200,18.24551548
Toilet_Ambient_Tst_2e,f250,16.04447548
Toilet_Ambient_Tst_2e,f315,12.32331359
Toilet_Ambient_Tst_2e,f400,13.90174025
Toilet_Ambient_Tst_2e,f500,15.71985174
Toilet_Ambient_Tst_2e,f630,10.25733603
Toilet_Ambient_Tst_2e,f800,21.4149372
Toilet_Ambient_Tst_2e,f1000,37.40229715
Toilet_Ambient_Tst_2e,f1250,54.4875408
Toilet_Ambient_Tst_2e,f1600,35.3633086
Toilet_Ambient_Tst_2e,f2000,19.6630711
Toilet_Ambient_Tst_2e,f2500,11.6163109
Toilet_Ambient_Tst_2e,f3100,9.001504975
Toilet_Ambient_Tst_2e,f4000,16.3487363
Toilet_Ambient_Tst_2e,f5000,7.353093122
Toilet_Ambient_Tst_2e,f6300,9.623208985
Toilet_Ambient_Tst_2e,f8000,8.888515815
Toilet_Ambient_Tst_2e,f10000,7.228337885
Toilet_Contact_Tst_3e,f25,14.64534798
Toilet_Contact_Tst_3e,f31_5,15.26283695
Toilet_Contact_Tst_3e,f40,18.95870678
Toilet_Contact_Tst_3e,f50,21.21701135
Toilet_Contact_Tst_3e,f63,25.8548765
Toilet_Contact_Tst_3e,f80,30.332423
Toilet_Contact_Tst_3e,f100,32.8175165
Toilet_Contact_Tst_3e,f125,35.38378635
Toilet_Contact_Tst_3e,f160,43.58766695
Toilet_Contact_Tst_3e,f200,42.51899175
Toilet_Contact_Tst_3e,f250,46.4784152
